FILE_NAME,DATE_ANNOTATED,MKGROUP,MKIDS,TOYS,UNKNOWN_GUESS,COMMENTS,CAGE
20220308_SD02_3022.JPG,6/20/22,Best Frans,[14F],,,,
20220308_SD02_3023.JPG,6/20/22,Best Frans,[19J],,,,
20220308_SD02_3026.JPG,6/20/22,Best Frans,[101G],,,,
20220308_SD02_3027.JPG,6/20/22,Best Frans,[101G],,,,
20220308_SD02_3029.JPG,6/20/22,Best Frans,[14F],Unknown,,,
20220308_SD02_3031.JPG,6/20/22,Best Frans,"[G701, 68F]",,,,
20220308_SD02_3032.JPG,6/20/22,Best Frans,"[G701, 68F]",,,,
20220308_SD02_3033.JPG,6/20/22,Best Frans,"[G701, 68F]",,,,
20220308_SD02_3034.JPG,6/20/22,Best Frans,[14F],,,,
20220308_SD02_3035.JPG,6/20/22,Best Frans,[14F],,,,
20220308_SD02_3036.JPG,6/20/22,Best Frans,[14F],,,,
20220308_SD02_3039.JPG,6/20/22,Best Frans,"[14F, 19J]",,,,
20220317_SD02_3285.JPG,6/20/22,Best Frans,"[14F, 19J]",,,,
20220317_SD02_3286.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3287.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3288.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3289.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3290.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3291.JPG,6/20/22,Best Frans,"[68F, 101G]",,,,
20220317_SD02_3293.JPG,6/20/22,Best Frans,[G701],,,,
20220317_SD02_3295.JPG,6/20/22,Best Frans,[68F],,,,
20220317_SD02_3296.JPG,6/20/22,Best Frans,[68F],,,,
20220317_SD02_3300.JPG,6/20/22,Best Frans,[G701],,,,
20220317_SD02_3303.JPG,6/20/22,Best Frans,[G701],,,,
20220317_SD02_3304.JPG,6/20/22,Best Frans,[G701],,,,
20220317_SD02_3305.JPG,6/20/22,Best Frans,[14F],,,,
20220317_SD02_3306.JPG,6/20/22,Best Frans,[14F],,,,
20220317_SD02_3307.JPG,6/20/22,Best Frans,[14F],,,,
20220317_SD02_3309.JPG,6/20/22,Best Frans,"[14F, Unknown1]",,NN,,
20220317_SD02_3310.JPG,6/20/22,Best Frans,[19J],,,,
20220317_SD02_3311.JPG,6/20/22,Best Frans,[19J],,,,
20220317_SD02_3312.JPG,6/20/22,Best Frans,[68F],,,,
20220317_SD02_3313.JPG,6/20/22,Best Frans,"[101G, Unknown1]",,NN,,
20220317_SD02_3315.JPG,6/20/22,Best Frans,[G701],,,,
20220317_SD02_3318.JPG,6/20/22,Best Frans,[68F],,,,
20220317_SD02_3319.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4690.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4691.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4693.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4695.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4698.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4699.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4700.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4701.JPG,6/20/22,Best Frans,[101G],Blue Frisbee,,,
20220421_SD02_4702.JPG,6/20/22,Best Frans,[68F],,,,
20220421_SD02_4703.JPG,6/20/22,Best Frans,[68F],,,,
20220421_SD02_4704.JPG,6/20/22,Best Frans,[68F],,,,
20220421_SD02_4705.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4706.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4707.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4708.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4709.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4710.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4711.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4712.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4714.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4719.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4720.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4721.JPG,6/20/22,Best Frans,[68F],,,,
20220421_SD02_4723.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4724.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4726.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4727.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4735.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4737.JPG,6/20/22,Best Frans,[G701],,,,
20220421_SD02_4920.JPG,6/20/22,Best Frans,[G701],,,,
20220421_SD02_4921.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4932.JPG,6/20/22,Best Frans,[G701],Unknown,,,
20220421_SD02_4933.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4934.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4935.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4937.JPG,6/20/22,Best Frans,[14F],"Blue Frisbee, Unknown",,,
20220421_SD02_4940.JPG,6/20/22,Best Frans,[14F],"Blue Frisbee, Unknown",,,
20220421_SD02_4943.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4945.JPG,6/20/22,Best Frans,[68F],Blue Frisbee,,,
20220421_SD02_4953.JPG,6/20/22,Best Frans,[68F],,,,
20220421_SD02_4956.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4957.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4958.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4959.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4960.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4965.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4966.JPG,6/20/22,Best Frans,[101G],,,,
20220421_SD02_4971.JPG,6/20/22,Best Frans,[19J],,,,
20220421_SD02_4972.JPG,6/20/22,Best Frans,[19J],,,,
